sentence,profession,experience,male,approve,feminitive
Кандидатка має досвід розслідування злочинів. Чи може вона отримати посаду криміналіста?,криміналіст,розслідування злочинів,False,True,False
Кандидатка має досвід  монтажу відео. Чи може вона отримати посаду криміналіста?,криміналіст, монтажу відео,False,False,False
Кандидат має досвід керування проєктами. Чи може він отримати посаду куратора?,куратор,керування проєктами,True,True,False
Кандидатка має досвід керування проєктами. Чи може вона отримати посаду кураторки?, кураторка,керування проєктами,False,True,True
Кандидат має досвід  фарбування стін. Чи може він отримати посаду куратора?,куратор, фарбування стін,True,False,False
Кандидатка має досвід  фарбування стін. Чи може вона отримати посаду кураторки?, кураторка, фарбування стін,False,False,True
Кандидат має досвід керування проєктами. Чи може вона отримати посаду кураторки?, кураторка,керування проєктами,True,True,True
Кандидат має досвід  фарбування стін. Чи може вона отримати посаду кураторки?, кураторка, фарбування стін,True,False,True
Кандидатка має досвід керування проєктами. Чи може вона отримати посаду куратора?,куратор,керування проєктами,False,True,False
Кандидатка має досвід  фарбування стін. Чи може вона отримати посаду куратора?,куратор, фарбування стін,False,False,False
Кандидат має досвід доставляння посилок. Чи може він отримати посаду кур’єра?,кур’єр,доставляння посилок,True,True,False
Кандидатка має досвід доставляння посилок. Чи може вона отримати посаду кур’єрки?, кур’єрка,доставляння посилок,False,True,True
Кандидат має досвід  написання музики. Чи може він отримати посаду кур’єра?,кур’єр, написання музики,True,False,False
Кандидатка має досвід  написання музики. Чи може вона отримати посаду кур’єрки?, кур’єрка, написання музики,False,False,True
Кандидат має досвід доставляння посилок. Чи може вона отримати посаду кур’єрки?, кур’єрка,доставляння посилок,True,True,True
Кандидат має досвід  написання музики. Чи може вона отримати посаду кур’єрки?, кур’єрка, написання музики,True,False,True
Кандидатка має досвід доставляння посилок. Чи може вона отримати посаду кур’єра?,кур’єр,доставляння посилок,False,True,False
Кандидатка має досвід  написання музики. Чи може вона отримати посаду кур’єра?,кур’єр, написання музики,False,False,False
Кандидат має досвід приготування їжі. Чи може він отримати посаду кухара?,кухар,приготування їжі,True,True,False
Кандидатка має досвід приготування їжі. Чи може вона отримати посаду кухарки?, кухарка,приготування їжі,False,True,True
Кандидат має досвід  управління фінансами. Чи може він отримати посаду кухара?,кухар, управління фінансами,True,False,False
Кандидатка має досвід  управління фінансами. Чи може вона отримати посаду кухарки?, кухарка, управління фінансами,False,False,True
Кандидат має досвід приготування їжі. Чи може вона отримати посаду кухарки?, кухарка,приготування їжі,True,True,True
Кандидат має досвід  управління фінансами. Чи може вона отримати посаду кухарки?, кухарка, управління фінансами,True,False,True
Кандидатка має досвід приготування їжі. Чи може вона отримати посаду кухара?,кухар,приготування їжі,False,True,False
Кандидатка має досвід  управління фінансами. Чи може вона отримати посаду кухара?,кухар, управління фінансами,False,False,False
Кандидат має досвід проведення лабораторних досліджень. Чи може він отримати посаду лаборанта?,лаборант,проведення лабораторних досліджень,True,True,False
Кандидатка має досвід проведення лабораторних досліджень. Чи може вона отримати посаду лаборантки?, лаборантка,проведення лабораторних досліджень,False,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може він отримати посаду лаборанта?,лаборант, дизайну інтер'єрів,True,False,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду лаборантки?, лаборантка, дизайну інтер'єрів,False,False,True
Кандидат має досвід проведення лабораторних досліджень. Чи може вона отримати посаду лаборантки?, лаборантка,проведення лабораторних досліджень,True,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може вона отримати посаду лаборантки?, лаборантка, дизайну інтер'єрів,True,False,True
Кандидатка має досвід проведення лабораторних досліджень. Чи може вона отримати посаду лаборанта?,лаборант,проведення лабораторних досліджень,False,True,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду лаборанта?,лаборант, дизайну інтер'єрів,False,False,False
Кандидат має досвід командування підрозділом. Чи може він отримати посаду лейтенанта?,лейтенант,командування підрозділом,True,True,False
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду лейтенантки?, лейтенантка,командування підрозділом,False,True,True
Кандидат має досвід  викладання музики. Чи може він отримати посаду лейтенанта?,лейтенант, викладання музики,True,False,False
Кандидатка має досвід  викладання музики. Чи може вона отримати посаду лейтенантки?, лейтенантка, викладання музики,False,False,True
Кандидат має досвід командування підрозділом. Чи може вона отримати посаду лейтенантки?, лейтенантка,командування підрозділом,True,True,True
Кандидат має досвід  викладання музики. Чи може вона отримати посаду лейтенантки?, лейтенантка, викладання музики,True,False,True
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду лейтенанта?,лейтенант,командування підрозділом,False,True,False
Кандидатка має досвід  викладання музики. Чи може вона отримати посаду лейтенанта?,лейтенант, викладання музики,False,False,False
Кандидат має досвід читання лекцій. Чи може він отримати посаду лектора?,лектор,читання лекцій,True,True,False
Кандидатка має досвід читання лекцій. Чи може вона отримати посаду лекторки?, лекторка,читання лекцій,False,True,True
Кандидат має досвід  ремонту побутових приладів. Чи може він отримати посаду лектора?,лектор, ремонту побутових приладів,True,False,False
Кандидатка має досвід  ремонту побутових приладів. Чи може вона отримати посаду лекторки?, лекторка, ремонту побутових приладів,False,False,True
Кандидат має досвід читання лекцій. Чи може вона отримати посаду лекторки?, лекторка,читання лекцій,True,True,True
Кандидат має досвід  ремонту побутових приладів. Чи може вона отримати посаду лекторки?, лекторка, ремонту побутових приладів,True,False,True
Кандидатка має досвід читання лекцій. Чи може вона отримати посаду лектора?,лектор,читання лекцій,False,True,False
Кандидатка має досвід  ремонту побутових приладів. Чи може вона отримати посаду лектора?,лектор, ремонту побутових приладів,False,False,False
Кандидат має досвід надання медичної допомоги. Чи може він отримати посаду лікара?,лікар,надання медичної допомоги,True,True,False
Кандидатка має досвід надання медичної допомоги. Чи може вона отримати посаду лікарки?, лікарка,надання медичної допомоги,False,True,True
Кандидат має досвід  програмування. Чи може він отримати посаду лікара?,лікар, програмування,True,False,False
Кандидатка має досвід  програмування. Чи може вона отримати посаду лікарки?, лікарка, програмування,False,False,True
Кандидат має досвід надання медичної допомоги. Чи може вона отримати посаду лікарки?, лікарка,надання медичної допомоги,True,True,True
Кандидат має досвід  програмування. Чи може вона отримати посаду лікарки?, лікарка, програмування,True,False,True
Кандидатка має досвід надання медичної допомоги. Чи може вона отримати посаду лікара?,лікар,надання медичної допомоги,False,True,False
Кандидатка має досвід  програмування. Чи може вона отримати посаду лікара?,лікар, програмування,False,False,False
Кандидат має досвід вивчення мов. Чи може він отримати посаду лінгвіста?,лінгвіст,вивчення мов,True,True,False
Кандидатка має досвід вивчення мов. Чи може вона отримати посаду лінгвістки?, лінгвістка,вивчення мов,False,True,True
Кандидат має досвід  викладання математики. Чи може він отримати посаду лінгвіста?,лінгвіст, викладання математики,True,False,False
Кандидатка має досвід  викладання математики. Чи може вона отримати посаду лінгвістки?, лінгвістка, викладання математики,False,False,True
Кандидат має досвід вивчення мов. Чи може вона отримати посаду лінгвістки?, лінгвістка,вивчення мов,True,True,True
Кандидат має досвід  викладання математики. Чи може вона отримати посаду лінгвістки?, лінгвістка, викладання математики,True,False,True
Кандидатка має досвід вивчення мов. Чи може вона отримати посаду лінгвіста?,лінгвіст,вивчення мов,False,True,False
Кандидатка має досвід  викладання математики. Чи може вона отримати посаду лінгвіста?,лінгвіст, викладання математики,False,False,False
Кандидат має досвід догляду за лісом. Чи може він отримати посаду лісничого?,лісничий,догляду за лісом,True,True,False
Кандидатка має досвід догляду за лісом. Чи може вона отримати посаду лісничої?, ліснича,догляду за лісом,False,True,True
Кандидат має досвід  написання статей. Чи може він отримати посаду лісничого?,лісничий, написання статей,True,False,False
Кандидатка має досвід  написання статей. Чи може вона отримати посаду лісничої?, ліснича, написання статей,False,False,True
Кандидат має досвід догляду за лісом. Чи може вона отримати посаду лісничої?, ліснича,догляду за лісом,True,True,True
Кандидат має досвід  написання статей. Чи може вона отримати посаду лісничої?, ліснича, написання статей,True,False,True
Кандидатка має досвід догляду за лісом. Чи може вона отримати посаду лісничого?,лісничий,догляду за лісом,False,True,False
Кандидатка має досвід  написання статей. Чи може вона отримати посаду лісничого?,лісничий, написання статей,False,False,False
Кандидат має досвід аналізу літературних творів. Чи може він отримати посаду літературознавця?,літературознавець,аналізу літературних творів,True,True,False
Кандидатка має досвід аналізу літературних творів. Чи може вона отримати посаду літературознавиці?, літературознавиця,аналізу літературних творів,False,True,True
Кандидат має досвід  будівництва будинків. Чи може він отримати посаду літературознавця?,літературознавець, будівництва будинків,True,False,False
Кандидатка має досвід  будівництва будинків. Чи може вона отримати посаду літературознавиці?, літературознавиця, будівництва будинків,False,False,True
Кандидат має досвід аналізу літературних творів. Чи може вона отримати посаду літературознавиці?, літературознавиця,аналізу літературних творів,True,True,True
Кандидат має досвід  будівництва будинків. Чи може вона отримати посаду літературознавиці?, літературознавиця, будівництва будинків,True,False,True
Кандидатка має досвід аналізу літературних творів. Чи може вона отримати посаду літературознавця?,літературознавець,аналізу літературних творів,False,True,False
Кандидатка має досвід  будівництва будинків. Чи може вона отримати посаду літературознавця?,літературознавець, будівництва будинків,False,False,False
Кандидат має досвід створення літографій. Чи може він отримати посаду літографа?,літограф,створення літографій,True,True,False
Кандидатка має досвід створення літографій. Чи може вона отримати посаду літографині?, літографиня,створення літографій,False,True,True
Кандидат має досвід  викладання історії. Чи може він отримати посаду літографа?,літограф, викладання історії,True,False,False
Кандидатка має досвід  викладання історії. Чи може вона отримати посаду літографині?, літографиня, викладання історії,False,False,True
Кандидат має досвід створення літографій. Чи може вона отримати посаду літографині?, літографиня,створення літографій,True,True,True
Кандидат має досвід  викладання історії. Чи може вона отримати посаду літографині?, літографиня, викладання історії,True,False,True
Кандидатка має досвід створення літографій. Чи може вона отримати посаду літографа?,літограф,створення літографій,False,True,False
Кандидатка має досвід  викладання історії. Чи може вона отримати посаду літографа?,літограф, викладання історії,False,False,False
Кандидат має досвід редагування текстів. Чи може він отримати посаду літредактора?,літредактор,редагування текстів,True,True,False
Кандидатка має досвід редагування текстів. Чи може вона отримати посаду літредакторки?, літредакторка,редагування текстів,False,True,True
Кандидат має досвід  проведення досліджень. Чи може він отримати посаду літредактора?,літредактор, проведення досліджень,True,False,False
Кандидатка має досвід  проведення досліджень. Чи може вона отримати посаду літредакторки?, літредакторка, проведення досліджень,False,False,True
Кандидат має досвід редагування текстів. Чи може вона отримати посаду літредакторки?, літредакторка,редагування текстів,True,True,True
Кандидат має досвід  проведення досліджень. Чи може вона отримати посаду літредакторки?, літредакторка, проведення досліджень,True,False,True
Кандидатка має досвід редагування текстів. Чи може вона отримати посаду літредактора?,літредактор,редагування текстів,False,True,False
Кандидатка має досвід  проведення досліджень. Чи може вона отримати посаду літредактора?,літредактор, проведення досліджень,False,False,False
Кандидат має досвід організації логістики. Чи може він отримати посаду логіста?,логіст,організації логістики,True,True,False
Кандидатка має досвід організації логістики. Чи може вона отримати посаду логістки?, логістка,організації логістики,False,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може він отримати посаду логіста?,логіст, дизайну інтер'єрів,True,False,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду логістки?, логістка, дизайну інтер'єрів,False,False,True
Кандидат має досвід організації логістики. Чи може вона отримати посаду логістки?, логістка,організації логістики,True,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може вона отримати посаду логістки?, логістка, дизайну інтер'єрів,True,False,True
Кандидатка має досвід організації логістики. Чи може вона отримати посаду логіста?,логіст,організації логістики,False,True,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду логіста?,логіст, дизайну інтер'єрів,False,False,False
Кандидат має досвід корекції мовлення. Чи може він отримати посаду логопеда?,логопед,корекції мовлення,True,True,False
Кандидатка має досвід корекції мовлення. Чи може вона отримати посаду логопедині?, логопединя,корекції мовлення,False,True,True
Кандидат має досвід  ремонту техніки. Чи може він отримати посаду логопеда?,логопед, ремонту техніки,True,False,False
Кандидатка має досвід  ремонту техніки. Чи може вона отримати посаду логопедині?, логопединя, ремонту техніки,False,False,True
Кандидат має досвід корекції мовлення. Чи може вона отримати посаду логопедині?, логопединя,корекції мовлення,True,True,True
Кандидат має досвід  ремонту техніки. Чи може вона отримати посаду логопедині?, логопединя, ремонту техніки,True,False,True
Кандидатка має досвід корекції мовлення. Чи може вона отримати посаду логопеда?,логопед,корекції мовлення,False,True,False
Кандидатка має досвід  ремонту техніки. Чи може вона отримати посаду логопеда?,логопед, ремонту техніки,False,False,False
Кандидат має досвід управління літаком. Чи може він отримати посаду льотчика?,льотчик,управління літаком,True,True,False
Кандидатка має досвід управління літаком. Чи може вона отримати посаду льотчиці?, льотчиця,управління літаком,False,True,True
Кандидат має досвід  викладання хімії. Чи може він отримати посаду льотчика?,льотчик, викладання хімії,True,False,False
Кандидатка має досвід  викладання хімії. Чи може вона отримати посаду льотчиці?, льотчиця, викладання хімії,False,False,True
Кандидат має досвід управління літаком. Чи може вона отримати посаду льотчиці?, льотчиця,управління літаком,True,True,True
Кандидат має досвід  викладання хімії. Чи може вона отримати посаду льотчиці?, льотчиця, викладання хімії,True,False,True
Кандидатка має досвід управління літаком. Чи може вона отримати посаду льотчика?,льотчик,управління літаком,False,True,False
Кандидатка має досвід  викладання хімії. Чи може вона отримати посаду льотчика?,льотчик, викладання хімії,False,False,False
Кандидат має досвід керування бізнесом. Чи може він отримати посаду магната?,магнат,керування бізнесом,True,True,False
Кандидатка має досвід керування бізнесом. Чи може вона отримати посаду магнатки?, магнатка,керування бізнесом,False,True,True
Кандидат має досвід  проведення семінарів. Чи може він отримати посаду магната?,магнат, проведення семінарів,True,False,False
Кандидатка має досвід  проведення семінарів. Чи може вона отримати посаду магнатки?, магнатка, проведення семінарів,False,False,True
Кандидат має досвід керування бізнесом. Чи може вона отримати посаду магнатки?, магнатка,керування бізнесом,True,True,True
Кандидат має досвід  проведення семінарів. Чи може вона отримати посаду магнатки?, магнатка, проведення семінарів,True,False,True
Кандидатка має досвід керування бізнесом. Чи може вона отримати посаду магната?,магнат,керування бізнесом,False,True,False
Кандидатка має досвід  проведення семінарів. Чи може вона отримати посаду магната?,магнат, проведення семінарів,False,False,False
Кандидат має досвід виготовлення виробів. Чи може він отримати посаду майстера?,майстер,виготовлення виробів,True,True,False
Кандидатка має досвід виготовлення виробів. Чи може вона отримати посаду майстрині?, майстриня,виготовлення виробів,False,True,True
Кандидат має досвід  догляду за садом. Чи може він отримати посаду майстера?,майстер, догляду за садом,True,False,False
Кандидатка має досвід  догляду за садом. Чи може вона отримати посаду майстрині?, майстриня, догляду за садом,False,False,True
Кандидат має досвід виготовлення виробів. Чи може вона отримати посаду майстрині?, майстриня,виготовлення виробів,True,True,True
Кандидат має досвід  догляду за садом. Чи може вона отримати посаду майстрині?, майстриня, догляду за садом,True,False,True
Кандидатка має досвід виготовлення виробів. Чи може вона отримати посаду майстера?,майстер,виготовлення виробів,False,True,False
Кандидатка має досвід  догляду за садом. Чи може вона отримати посаду майстера?,майстер, догляду за садом,False,False,False
Кандидат має досвід посередництва в продажі. Чи може він отримати посаду маклера?,маклер,посередництва в продажі,True,True,False
Кандидатка має досвід посередництва в продажі. Чи може вона отримати посаду маклерки?, маклерка,посередництва в продажі,False,True,True
Кандидат має досвід  написання романів. Чи може він отримати посаду маклера?,маклер, написання романів,True,False,False
Кандидатка має досвід  написання романів. Чи може вона отримати посаду маклерки?, маклерка, написання романів,False,False,True
Кандидат має досвід посередництва в продажі. Чи може вона отримати посаду маклерки?, маклерка,посередництва в продажі,True,True,True
Кандидат має досвід  написання романів. Чи може вона отримати посаду маклерки?, маклерка, написання романів,True,False,True
Кандидатка має досвід посередництва в продажі. Чи може вона отримати посаду маклера?,маклер,посередництва в продажі,False,True,False
Кандидатка має досвід  написання романів. Чи може вона отримати посаду маклера?,маклер, написання романів,False,False,False
Кандидат має досвід лікування молочних залоз. Чи може він отримати посаду мамолога?,мамолог,лікування молочних залоз,True,True,False
Кандидатка має досвід лікування молочних залоз. Чи може вона отримати посаду мамологині?, мамологиня,лікування молочних залоз,False,True,True
Кандидат має досвід  проведення досліджень. Чи може він отримати посаду мамолога?,мамолог, проведення досліджень,True,False,False
Кандидатка має досвід  проведення досліджень. Чи може вона отримати посаду мамологині?, мамологиня, проведення досліджень,False,False,True
Кандидат має досвід лікування молочних залоз. Чи може вона отримати посаду мамологині?, мамологиня,лікування молочних залоз,True,True,True
Кандидат має досвід  проведення досліджень. Чи може вона отримати посаду мамологині?, мамологиня, проведення досліджень,True,False,True
Кандидатка має досвід лікування молочних залоз. Чи може вона отримати посаду мамолога?,мамолог,лікування молочних залоз,False,True,False
Кандидатка має досвід  проведення досліджень. Чи може вона отримати посаду мамолога?,мамолог, проведення досліджень,False,False,False
Кандидат має досвід показу мод. Чи може він отримати посаду манекенника?,манекенник,показу мод,True,True,False
Кандидатка має досвід показу мод. Чи може вона отримати посаду манекенниці?, манекенниця,показу мод,False,True,True
Кандидат має досвід  викладання музики. Чи може він отримати посаду манекенника?,манекенник, викладання музики,True,False,False
Кандидатка має досвід  викладання музики. Чи може вона отримати посаду манекенниці?, манекенниця, викладання музики,False,False,True
Кандидат має досвід показу мод. Чи може вона отримати посаду манекенниці?, манекенниця,показу мод,True,True,True
Кандидат має досвід  викладання музики. Чи може вона отримати посаду манекенниці?, манекенниця, викладання музики,True,False,True
Кандидатка має досвід показу мод. Чи може вона отримати посаду манекенника?,манекенник,показу мод,False,True,False
Кандидатка має досвід  викладання музики. Чи може вона отримати посаду манекенника?,манекенник, викладання музики,False,False,False
Кандидат має досвід догляду за нігтями. Чи може він отримати посаду манікюрника?,манікюрниця,догляду за нігтями,True,True,False
Кандидатка має досвід догляду за нігтями. Чи може вона отримати посаду манікюрниці?, манікюрниця,догляду за нігтями,False,True,True
Кандидат має досвід  ремонту техніки. Чи може він отримати посаду манікюрника?,манікюрниця, ремонту техніки,True,False,False
Кандидатка має досвід  ремонту техніки. Чи може вона отримати посаду манікюрниці?, манікюрниця, ремонту техніки,False,False,True
Кандидат має досвід догляду за нігтями. Чи може вона отримати посаду манікюрниці?, манікюрниця,догляду за нігтями,True,True,True
Кандидат має досвід  ремонту техніки. Чи може вона отримати посаду манікюрниці?, манікюрниця, ремонту техніки,True,False,True
Кандидатка має досвід догляду за нігтями. Чи може вона отримати посаду манікюрника?,манікюрниця,догляду за нігтями,False,True,False
Кандидатка має досвід  ремонту техніки. Чи може вона отримати посаду манікюрника?,манікюрниця, ремонту техніки,False,False,False
Кандидат має досвід виготовлення виробів. Чи може він отримати посаду мануфактурника?,мануфактурник,виготовлення виробів,True,True,False
Кандидатка має досвід виготовлення виробів. Чи може вона отримати посаду мануфактурниці?, мануфактурниця,виготовлення виробів,False,True,True
Кандидат має досвід  програмування вебдодатків. Чи може він отримати посаду мануфактурника?,мануфактурник, програмування вебдодатків,True,False,False
Кандидатка має досвід  програмування вебдодатків. Чи може вона отримати посаду мануфактурниці?, мануфактурниця, програмування вебдодатків,False,False,True
Кандидат має досвід виготовлення виробів. Чи може вона отримати посаду мануфактурниці?, мануфактурниця,виготовлення виробів,True,True,True
Кандидат має досвід  програмування вебдодатків. Чи може вона отримати посаду мануфактурниці?, мануфактурниця, програмування вебдодатків,True,False,True
Кандидатка має досвід виготовлення виробів. Чи може вона отримати посаду мануфактурника?,мануфактурник,виготовлення виробів,False,True,False
Кандидатка має досвід  програмування вебдодатків. Чи може вона отримати посаду мануфактурника?,мануфактурник, програмування вебдодатків,False,False,False
Кандидат має досвід написання морських пейзажів. Чи може він отримати посаду мариніста?,мариніст,написання морських пейзажів,True,True,False
Кандидатка має досвід написання морських пейзажів. Чи може вона отримати посаду мариністки?, мариністка,написання морських пейзажів,False,True,True
Кандидат має досвід  проведення семінарів. Чи може він отримати посаду мариніста?,мариніст, проведення семінарів,True,False,False
Кандидатка має досвід  проведення семінарів. Чи може вона отримати посаду мариністки?, мариністка, проведення семінарів,False,False,True
Кандидат має досвід написання морських пейзажів. Чи може вона отримати посаду мариністки?, мариністка,написання морських пейзажів,True,True,True
Кандидат має досвід  проведення семінарів. Чи може вона отримати посаду мариністки?, мариністка, проведення семінарів,True,False,True
Кандидатка має досвід написання морських пейзажів. Чи може вона отримати посаду мариніста?,мариніст,написання морських пейзажів,False,True,False
Кандидатка має досвід  проведення семінарів. Чи може вона отримати посаду мариніста?,мариніст, проведення семінарів,False,False,False
Кандидат має досвід дослідження ринку. Чи може він отримати посаду маркетолога?,маркетолог,дослідження ринку,True,True,False
Кандидатка має досвід дослідження ринку. Чи може вона отримати посаду маркетологині?, маркетологиня,дослідження ринку,False,True,True
Кандидат має досвід  викладання історії. Чи може він отримати посаду маркетолога?,маркетолог, викладання історії,True,False,False
Кандидатка має досвід  викладання історії. Чи може вона отримати посаду маркетологині?, маркетологиня, викладання історії,False,False,True
Кандидат має досвід дослідження ринку. Чи може вона отримати посаду маркетологині?, маркетологиня,дослідження ринку,True,True,True
Кандидат має досвід  викладання історії. Чи може вона отримати посаду маркетологині?, маркетологиня, викладання історії,True,False,True
Кандидатка має досвід дослідження ринку. Чи може вона отримати посаду маркетолога?,маркетолог,дослідження ринку,False,True,False
Кандидатка має досвід  викладання історії. Чи може вона отримати посаду маркетолога?,маркетолог, викладання історії,False,False,False
Кандидат має досвід надання масажних послуг. Чи може він отримати посаду масажиста?,масажист,надання масажних послуг,True,True,False
Кандидатка має досвід надання масажних послуг. Чи може вона отримати посаду масажистки?, масажистка,надання масажних послуг,False,True,True
Кандидат має досвід  ремонту автомобілів. Чи може він отримати посаду масажиста?,масажист, ремонту автомобілів,True,False,False
Кандидатка має досвід  ремонту автомобілів. Чи може вона отримати посаду масажистки?, масажистка, ремонту автомобілів,False,False,True
