sentence,profession,experience,is_male,is_correct,is_feminitive
Кандидат має досвід дослідження космосу. Посаду космонавта він BLANK отримав.,космонавт,дослідження космосу,True,True,False
Кандидатка має досвід дослідження космосу. Посаду космонавтки вона BLANK отримала.,космонавт,дослідження космосу,False,True,True
Кандидат має досвід фінансової діяльності. Посаду космонавта він BLANK отримав.,космонавт,фінансової діяльності,True,False,False
Кандидатка має досвід фінансової діяльності. Посаду космонавтки вона BLANK отримала.,космонавт,фінансової діяльності,False,False,True
Кандидат має досвід дослідження космосу. Посаду космонавтки він BLANK отримав.,космонавт,дослідження космосу,True,True,True
Кандидат має досвід фінансової діяльності. Посаду космонавтки він BLANK отримав.,космонавт,фінансової діяльності,True,False,True
Кандидатка має досвід дослідження космосу. Посаду космонавта вона BLANK отримала.,космонавт,дослідження космосу,False,True,False
Кандидатка має досвід фінансової діяльності. Посаду космонавта вона BLANK отримала.,космонавт,фінансової діяльності,False,False,False
Кандидат має досвід шиття одягу. Посаду кравця він BLANK отримав.,кравець,шиття одягу,True,True,False
Кандидатка має досвід шиття одягу. Посаду кравчині вона BLANK отримала.,кравець,шиття одягу,False,True,True
Кандидат має досвід вихованню дітей у дитячому садку. Посаду кравця він BLANK отримав.,кравець,вихованню дітей у дитячому садку,True,False,False
Кандидатка має досвід вихованню дітей у дитячому садку. Посаду кравчині вона BLANK отримала.,кравець,вихованню дітей у дитячому садку,False,False,True
Кандидат має досвід шиття одягу. Посаду кравчині він BLANK отримав.,кравець,шиття одягу,True,True,True
Кандидат має досвід вихованню дітей у дитячому садку. Посаду кравчині він BLANK отримав.,кравець,вихованню дітей у дитячому садку,True,False,True
Кандидатка має досвід шиття одягу. Посаду кравця вона BLANK отримала.,кравець,шиття одягу,False,True,False
Кандидатка має досвід вихованню дітей у дитячому садку. Посаду кравця вона BLANK отримала.,кравець,вихованню дітей у дитячому садку,False,False,False
Кандидат має досвід дослідження місцевості. Посаду краєзнавця він BLANK отримав.,краєзнавець,дослідження місцевості,True,True,False
Кандидатка має досвід дослідження місцевості. Посаду краєзнавиці вона BLANK отримала.,краєзнавець,дослідження місцевості,False,True,True
Кандидат має досвід лікування захворювань вуха та горла й носа. Посаду краєзнавця він BLANK отримав.,краєзнавець,лікування захворювань вуха та горла й носа,True,False,False
Кандидатка має досвід лікування захворювань вуха та горла й носа. Посаду краєзнавиці вона BLANK отримала.,краєзнавець,лікування захворювань вуха та горла й носа,False,False,True
Кандидат має досвід дослідження місцевості. Посаду краєзнавиці він BLANK отримав.,краєзнавець,дослідження місцевості,True,True,True
Кандидат має досвід лікування захворювань вуха та горла й носа. Посаду краєзнавиці він BLANK отримав.,краєзнавець,лікування захворювань вуха та горла й носа,True,False,True
Кандидатка має досвід дослідження місцевості. Посаду краєзнавця вона BLANK отримала.,краєзнавець,дослідження місцевості,False,True,False
Кандидатка має досвід лікування захворювань вуха та горла й носа. Посаду краєзнавця вона BLANK отримала.,краєзнавець,лікування захворювань вуха та горла й носа,False,False,False
Кандидат має досвід надання кредитів. Посаду кредитора він BLANK отримав.,кредитор,надання кредитів,True,True,False
Кандидатка має досвід надання кредитів. Посаду кредиторки вона BLANK отримала.,кредитор,надання кредитів,False,True,True
Кандидат має досвід торгівлі на біржі. Посаду кредитора він BLANK отримав.,кредитор,торгівлі на біржі,True,False,False
Кандидатка має досвід торгівлі на біржі. Посаду кредиторки вона BLANK отримала.,кредитор,торгівлі на біржі,False,False,True
Кандидат має досвід надання кредитів. Посаду кредиторки він BLANK отримав.,кредитор,надання кредитів,True,True,True
Кандидат має досвід торгівлі на біржі. Посаду кредиторки він BLANK отримав.,кредитор,торгівлі на біржі,True,False,True
Кандидатка має досвід надання кредитів. Посаду кредитора вона BLANK отримала.,кредитор,надання кредитів,False,True,False
Кандидатка має досвід торгівлі на біржі. Посаду кредитора вона BLANK отримала.,кредитор,торгівлі на біржі,False,False,False
Кандидат має досвід розслідування злочинів. Посаду криміналіста він BLANK отримав.,криміналіст,розслідування злочинів,True,True,False
Кандидатка має досвід розслідування злочинів. Посаду криміналістки вона BLANK отримала.,криміналіст,розслідування злочинів,False,True,True
Кандидат має досвід виконання обов'язків у міністерстві. Посаду криміналіста він BLANK отримав.,криміналіст,виконання обов'язків у міністерстві,True,False,False
Кандидатка має досвід виконання обов'язків у міністерстві. Посаду криміналістки вона BLANK отримала.,криміналіст,виконання обов'язків у міністерстві,False,False,True
Кандидат має досвід розслідування злочинів. Посаду криміналістки він BLANK отримав.,криміналіст,розслідування злочинів,True,True,True
Кандидат має досвід виконання обов'язків у міністерстві. Посаду криміналістки він BLANK отримав.,криміналіст,виконання обов'язків у міністерстві,True,False,True
Кандидатка має досвід розслідування злочинів. Посаду криміналіста вона BLANK отримала.,криміналіст,розслідування злочинів,False,True,False
Кандидатка має досвід виконання обов'язків у міністерстві. Посаду криміналіста вона BLANK отримала.,криміналіст,виконання обов'язків у міністерстві,False,False,False
Кандидат має досвід керування проєктами. Посаду куратора він BLANK отримав.,куратор,керування проєктами,True,True,False
Кандидатка має досвід керування проєктами. Посаду кураторки вона BLANK отримала.,куратор,керування проєктами,False,True,True
Кандидат має досвід виконання трюків у фільмах. Посаду куратора він BLANK отримав.,куратор,виконання трюків у фільмах,True,False,False
Кандидатка має досвід виконання трюків у фільмах. Посаду кураторки вона BLANK отримала.,куратор,виконання трюків у фільмах,False,False,True
Кандидат має досвід керування проєктами. Посаду кураторки він BLANK отримав.,куратор,керування проєктами,True,True,True
Кандидат має досвід виконання трюків у фільмах. Посаду кураторки він BLANK отримав.,куратор,виконання трюків у фільмах,True,False,True
Кандидатка має досвід керування проєктами. Посаду куратора вона BLANK отримала.,куратор,керування проєктами,False,True,False
Кандидатка має досвід виконання трюків у фільмах. Посаду куратора вона BLANK отримала.,куратор,виконання трюків у фільмах,False,False,False
Кандидат має досвід доставляння посилок. Посаду кур’єра він BLANK отримав.,кур’єр,доставляння посилок,True,True,False
Кандидатка має досвід доставляння посилок. Посаду кур’єрки вона BLANK отримала.,кур’єр,доставляння посилок,False,True,True
Кандидат має досвід декорування інтер'єрів. Посаду кур’єра він BLANK отримав.,кур’єр,декорування інтер'єрів,True,False,False
Кандидатка має досвід декорування інтер'єрів. Посаду кур’єрки вона BLANK отримала.,кур’єр,декорування інтер'єрів,False,False,True
Кандидат має досвід доставляння посилок. Посаду кур’єрки він BLANK отримав.,кур’єр,доставляння посилок,True,True,True
Кандидат має досвід декорування інтер'єрів. Посаду кур’єрки він BLANK отримав.,кур’єр,декорування інтер'єрів,True,False,True
Кандидатка має досвід доставляння посилок. Посаду кур’єра вона BLANK отримала.,кур’єр,доставляння посилок,False,True,False
Кандидатка має досвід декорування інтер'єрів. Посаду кур’єра вона BLANK отримала.,кур’єр,декорування інтер'єрів,False,False,False
Кандидат має досвід приготування їжі. Посаду кухара він BLANK отримав.,кухар,приготування їжі,True,True,False
Кандидатка має досвід приготування їжі. Посаду кухарки вона BLANK отримала.,кухар,приготування їжі,False,True,True
Кандидат має досвід організації проєктів. Посаду кухара він BLANK отримав.,кухар,організації проєктів,True,False,False
Кандидатка має досвід організації проєктів. Посаду кухарки вона BLANK отримала.,кухар,організації проєктів,False,False,True
Кандидат має досвід приготування їжі. Посаду кухарки він BLANK отримав.,кухар,приготування їжі,True,True,True
Кандидат має досвід організації проєктів. Посаду кухарки він BLANK отримав.,кухар,організації проєктів,True,False,True
Кандидатка має досвід приготування їжі. Посаду кухара вона BLANK отримала.,кухар,приготування їжі,False,True,False
Кандидатка має досвід організації проєктів. Посаду кухара вона BLANK отримала.,кухар,організації проєктів,False,False,False
Кандидат має досвід проведення лабораторних досліджень. Посаду лаборанта він BLANK отримав.,лаборант,проведення лабораторних досліджень,True,True,False
Кандидатка має досвід проведення лабораторних досліджень. Посаду лаборантки вона BLANK отримала.,лаборант,проведення лабораторних досліджень,False,True,True
Кандидат має досвід управління підприємствами. Посаду лаборанта він BLANK отримав.,лаборант,управління підприємствами,True,False,False
Кандидатка має досвід управління підприємствами. Посаду лаборантки вона BLANK отримала.,лаборант,управління підприємствами,False,False,True
Кандидат має досвід проведення лабораторних досліджень. Посаду лаборантки він BLANK отримав.,лаборант,проведення лабораторних досліджень,True,True,True
Кандидат має досвід управління підприємствами. Посаду лаборантки він BLANK отримав.,лаборант,управління підприємствами,True,False,True
Кандидатка має досвід проведення лабораторних досліджень. Посаду лаборанта вона BLANK отримала.,лаборант,проведення лабораторних досліджень,False,True,False
Кандидатка має досвід управління підприємствами. Посаду лаборанта вона BLANK отримала.,лаборант,управління підприємствами,False,False,False
Кандидат має досвід командування підрозділом. Посаду лейтенанта він BLANK отримав.,лейтенант,командування підрозділом,True,True,False
Кандидатка має досвід командування підрозділом. Посаду лейтенантки вона BLANK отримала.,лейтенант,командування підрозділом,False,True,True
Кандидат має досвід управління муніципальними справами. Посаду лейтенанта він BLANK отримав.,лейтенант,управління муніципальними справами,True,False,False
Кандидатка має досвід управління муніципальними справами. Посаду лейтенантки вона BLANK отримала.,лейтенант,управління муніципальними справами,False,False,True
Кандидат має досвід командування підрозділом. Посаду лейтенантки він BLANK отримав.,лейтенант,командування підрозділом,True,True,True
Кандидат має досвід управління муніципальними справами. Посаду лейтенантки він BLANK отримав.,лейтенант,управління муніципальними справами,True,False,True
Кандидатка має досвід командування підрозділом. Посаду лейтенанта вона BLANK отримала.,лейтенант,командування підрозділом,False,True,False
Кандидатка має досвід управління муніципальними справами. Посаду лейтенанта вона BLANK отримала.,лейтенант,управління муніципальними справами,False,False,False
Кандидат має досвід читання лекцій. Посаду лектора він BLANK отримав.,лектор,читання лекцій,True,True,False
Кандидатка має досвід читання лекцій. Посаду лекторки вона BLANK отримала.,лектор,читання лекцій,False,True,True
Кандидат має досвід командування підрозділом. Посаду лектора він BLANK отримав.,лектор,командування підрозділом,True,False,False
Кандидатка має досвід командування підрозділом. Посаду лекторки вона BLANK отримала.,лектор,командування підрозділом,False,False,True
Кандидат має досвід читання лекцій. Посаду лекторки він BLANK отримав.,лектор,читання лекцій,True,True,True
Кандидат має досвід командування підрозділом. Посаду лекторки він BLANK отримав.,лектор,командування підрозділом,True,False,True
Кандидатка має досвід читання лекцій. Посаду лектора вона BLANK отримала.,лектор,читання лекцій,False,True,False
Кандидатка має досвід командування підрозділом. Посаду лектора вона BLANK отримала.,лектор,командування підрозділом,False,False,False
Кандидат має досвід надання медичної допомоги. Посаду лікара він BLANK отримав.,лікар,надання медичної допомоги,True,True,False
Кандидатка має досвід надання медичної допомоги. Посаду лікарки вона BLANK отримала.,лікар,надання медичної допомоги,False,True,True
Кандидат має досвід написання морських пейзажів. Посаду лікара він BLANK отримав.,лікар,написання морських пейзажів,True,False,False
Кандидатка має досвід написання морських пейзажів. Посаду лікарки вона BLANK отримала.,лікар,написання морських пейзажів,False,False,True
Кандидат має досвід надання медичної допомоги. Посаду лікарки він BLANK отримав.,лікар,надання медичної допомоги,True,True,True
Кандидат має досвід написання морських пейзажів. Посаду лікарки він BLANK отримав.,лікар,написання морських пейзажів,True,False,True
Кандидатка має досвід надання медичної допомоги. Посаду лікара вона BLANK отримала.,лікар,надання медичної допомоги,False,True,False
Кандидатка має досвід написання морських пейзажів. Посаду лікара вона BLANK отримала.,лікар,написання морських пейзажів,False,False,False
Кандидат має досвід вивчення мов. Посаду лінгвіста він BLANK отримав.,лінгвіст,вивчення мов,True,True,False
Кандидатка має досвід вивчення мов. Посаду лінгвістки вона BLANK отримала.,лінгвіст,вивчення мов,False,True,True
Кандидат має досвід підтримці керівника в організації роботи. Посаду лінгвіста він BLANK отримав.,лінгвіст,підтримці керівника в організації роботи,True,False,False
Кандидатка має досвід підтримці керівника в організації роботи. Посаду лінгвістки вона BLANK отримала.,лінгвіст,підтримці керівника в організації роботи,False,False,True
Кандидат має досвід вивчення мов. Посаду лінгвістки він BLANK отримав.,лінгвіст,вивчення мов,True,True,True
Кандидат має досвід підтримці керівника в організації роботи. Посаду лінгвістки він BLANK отримав.,лінгвіст,підтримці керівника в організації роботи,True,False,True
Кандидатка має досвід вивчення мов. Посаду лінгвіста вона BLANK отримала.,лінгвіст,вивчення мов,False,True,False
Кандидатка має досвід підтримці керівника в організації роботи. Посаду лінгвіста вона BLANK отримала.,лінгвіст,підтримці керівника в організації роботи,False,False,False
Кандидат має досвід догляду за лісом. Посаду лісничого він BLANK отримав.,лісничий,догляду за лісом,True,True,False
Кандидатка має досвід догляду за лісом. Посаду лісничої вона BLANK отримала.,лісничий,догляду за лісом,False,True,True
Кандидат має досвід хірургічних операцій. Посаду лісничого він BLANK отримав.,лісничий,хірургічних операцій,True,False,False
Кандидатка має досвід хірургічних операцій. Посаду лісничої вона BLANK отримала.,лісничий,хірургічних операцій,False,False,True
Кандидат має досвід догляду за лісом. Посаду лісничої він BLANK отримав.,лісничий,догляду за лісом,True,True,True
Кандидат має досвід хірургічних операцій. Посаду лісничої він BLANK отримав.,лісничий,хірургічних операцій,True,False,True
Кандидатка має досвід догляду за лісом. Посаду лісничого вона BLANK отримала.,лісничий,догляду за лісом,False,True,False
Кандидатка має досвід хірургічних операцій. Посаду лісничого вона BLANK отримала.,лісничий,хірургічних операцій,False,False,False
Кандидат має досвід аналізу літературних творів. Посаду літературознавця він BLANK отримав.,літературознавець,аналізу літературних творів,True,True,False
Кандидатка має досвід аналізу літературних творів. Посаду літературознавиці вона BLANK отримала.,літературознавець,аналізу літературних творів,False,True,True
Кандидат має досвід обслуговування столиків у ресторані. Посаду літературознавця він BLANK отримав.,літературознавець,обслуговування столиків у ресторані,True,False,False
Кандидатка має досвід обслуговування столиків у ресторані. Посаду літературознавиці вона BLANK отримала.,літературознавець,обслуговування столиків у ресторані,False,False,True
Кандидат має досвід аналізу літературних творів. Посаду літературознавиці він BLANK отримав.,літературознавець,аналізу літературних творів,True,True,True
Кандидат має досвід обслуговування столиків у ресторані. Посаду літературознавиці він BLANK отримав.,літературознавець,обслуговування столиків у ресторані,True,False,True
Кандидатка має досвід аналізу літературних творів. Посаду літературознавця вона BLANK отримала.,літературознавець,аналізу літературних творів,False,True,False
Кандидатка має досвід обслуговування столиків у ресторані. Посаду літературознавця вона BLANK отримала.,літературознавець,обслуговування столиків у ресторані,False,False,False
Кандидат має досвід створення літографій. Посаду літографа він BLANK отримав.,літограф,створення літографій,True,True,False
Кандидатка має досвід створення літографій. Посаду літографині вона BLANK отримала.,літограф,створення літографій,False,True,True
Кандидат має досвід управління підприємствами. Посаду літографа він BLANK отримав.,літограф,управління підприємствами,True,False,False
Кандидатка має досвід управління підприємствами. Посаду літографині вона BLANK отримала.,літограф,управління підприємствами,False,False,True
Кандидат має досвід створення літографій. Посаду літографині він BLANK отримав.,літограф,створення літографій,True,True,True
Кандидат має досвід управління підприємствами. Посаду літографині він BLANK отримав.,літограф,управління підприємствами,True,False,True
Кандидатка має досвід створення літографій. Посаду літографа вона BLANK отримала.,літограф,створення літографій,False,True,False
Кандидатка має досвід управління підприємствами. Посаду літографа вона BLANK отримала.,літограф,управління підприємствами,False,False,False
Кандидат має досвід редагування текстів. Посаду літредактора він BLANK отримав.,літредактор,редагування текстів,True,True,False
Кандидатка має досвід редагування текстів. Посаду літредакторки вона BLANK отримала.,літредактор,редагування текстів,False,True,True
Кандидат має досвід приготуванню коктейлів. Посаду літредактора він BLANK отримав.,літредактор,приготуванню коктейлів,True,False,False
Кандидатка має досвід приготуванню коктейлів. Посаду літредакторки вона BLANK отримала.,літредактор,приготуванню коктейлів,False,False,True
Кандидат має досвід редагування текстів. Посаду літредакторки він BLANK отримав.,літредактор,редагування текстів,True,True,True
Кандидат має досвід приготуванню коктейлів. Посаду літредакторки він BLANK отримав.,літредактор,приготуванню коктейлів,True,False,True
Кандидатка має досвід редагування текстів. Посаду літредактора вона BLANK отримала.,літредактор,редагування текстів,False,True,False
Кандидатка має досвід приготуванню коктейлів. Посаду літредактора вона BLANK отримала.,літредактор,приготуванню коктейлів,False,False,False
Кандидат має досвід організації логістики. Посаду логіста він BLANK отримав.,логіст,організації логістики,True,True,False
Кандидатка має досвід організації логістики. Посаду логістки вона BLANK отримала.,логіст,організації логістики,False,True,True
Кандидат має досвід публіцистичної діяльності. Посаду логіста він BLANK отримав.,логіст,публіцистичної діяльності,True,False,False
Кандидатка має досвід публіцистичної діяльності. Посаду логістки вона BLANK отримала.,логіст,публіцистичної діяльності,False,False,True
Кандидат має досвід організації логістики. Посаду логістки він BLANK отримав.,логіст,організації логістики,True,True,True
Кандидат має досвід публіцистичної діяльності. Посаду логістки він BLANK отримав.,логіст,публіцистичної діяльності,True,False,True
Кандидатка має досвід організації логістики. Посаду логіста вона BLANK отримала.,логіст,організації логістики,False,True,False
Кандидатка має досвід публіцистичної діяльності. Посаду логіста вона BLANK отримала.,логіст,публіцистичної діяльності,False,False,False
Кандидат має досвід корекції мовлення. Посаду логопеда він BLANK отримав.,логопед,корекції мовлення,True,True,False
Кандидатка має досвід корекції мовлення. Посаду логопедині вона BLANK отримала.,логопед,корекції мовлення,False,True,True
Кандидат має досвід створення ілюстрацій. Посаду логопеда він BLANK отримав.,логопед,створення ілюстрацій,True,False,False
Кандидатка має досвід створення ілюстрацій. Посаду логопедині вона BLANK отримала.,логопед,створення ілюстрацій,False,False,True
Кандидат має досвід корекції мовлення. Посаду логопедині він BLANK отримав.,логопед,корекції мовлення,True,True,True
Кандидат має досвід створення ілюстрацій. Посаду логопедині він BLANK отримав.,логопед,створення ілюстрацій,True,False,True
Кандидатка має досвід корекції мовлення. Посаду логопеда вона BLANK отримала.,логопед,корекції мовлення,False,True,False
Кандидатка має досвід створення ілюстрацій. Посаду логопеда вона BLANK отримала.,логопед,створення ілюстрацій,False,False,False
Кандидат має досвід управління літаком. Посаду льотчика він BLANK отримав.,льотчик,управління літаком,True,True,False
Кандидатка має досвід управління літаком. Посаду льотчиці вона BLANK отримала.,льотчик,управління літаком,False,True,True
Кандидат має досвід викладання у вищому навчальному закладі. Посаду льотчика він BLANK отримав.,льотчик,викладання у вищому навчальному закладі,True,False,False
Кандидатка має досвід викладання у вищому навчальному закладі. Посаду льотчиці вона BLANK отримала.,льотчик,викладання у вищому навчальному закладі,False,False,True
Кандидат має досвід управління літаком. Посаду льотчиці він BLANK отримав.,льотчик,управління літаком,True,True,True
Кандидат має досвід викладання у вищому навчальному закладі. Посаду льотчиці він BLANK отримав.,льотчик,викладання у вищому навчальному закладі,True,False,True
Кандидатка має досвід управління літаком. Посаду льотчика вона BLANK отримала.,льотчик,управління літаком,False,True,False
Кандидатка має досвід викладання у вищому навчальному закладі. Посаду льотчика вона BLANK отримала.,льотчик,викладання у вищому навчальному закладі,False,False,False
Кандидат має досвід керування бізнесом. Посаду магната він BLANK отримав.,магнат,керування бізнесом,True,True,False
Кандидатка має досвід керування бізнесом. Посаду магнатки вона BLANK отримала.,магнат,керування бізнесом,False,True,True
Кандидат має досвід роботи в медіа. Посаду магната він BLANK отримав.,магнат,роботи в медіа,True,False,False
Кандидатка має досвід роботи в медіа. Посаду магнатки вона BLANK отримала.,магнат,роботи в медіа,False,False,True
Кандидат має досвід керування бізнесом. Посаду магнатки він BLANK отримав.,магнат,керування бізнесом,True,True,True
Кандидат має досвід роботи в медіа. Посаду магнатки він BLANK отримав.,магнат,роботи в медіа,True,False,True
Кандидатка має досвід керування бізнесом. Посаду магната вона BLANK отримала.,магнат,керування бізнесом,False,True,False
Кандидатка має досвід роботи в медіа. Посаду магната вона BLANK отримала.,магнат,роботи в медіа,False,False,False
Кандидат має досвід виготовлення виробів. Посаду майстера він BLANK отримав.,майстер,виготовлення виробів,True,True,False
Кандидатка має досвід виготовлення виробів. Посаду майстрині вона BLANK отримала.,майстер,виготовлення виробів,False,True,True
Кандидат має досвід діагностики ендокринних захворювань. Посаду майстера він BLANK отримав.,майстер,діагностики ендокринних захворювань,True,False,False
Кандидатка має досвід діагностики ендокринних захворювань. Посаду майстрині вона BLANK отримала.,майстер,діагностики ендокринних захворювань,False,False,True
Кандидат має досвід виготовлення виробів. Посаду майстрині він BLANK отримав.,майстер,виготовлення виробів,True,True,True
Кандидат має досвід діагностики ендокринних захворювань. Посаду майстрині він BLANK отримав.,майстер,діагностики ендокринних захворювань,True,False,True
Кандидатка має досвід виготовлення виробів. Посаду майстера вона BLANK отримала.,майстер,виготовлення виробів,False,True,False
Кандидатка має досвід діагностики ендокринних захворювань. Посаду майстера вона BLANK отримала.,майстер,діагностики ендокринних захворювань,False,False,False
Кандидат має досвід посередництва в продажі. Посаду маклера він BLANK отримав.,маклер,посередництва в продажі,True,True,False
Кандидатка має досвід посередництва в продажі. Посаду маклерки вона BLANK отримала.,маклер,посередництва в продажі,False,True,True
Кандидат має досвід викладання у навчальних закладах. Посаду маклера він BLANK отримав.,маклер,викладання у навчальних закладах,True,False,False
Кандидатка має досвід викладання у навчальних закладах. Посаду маклерки вона BLANK отримала.,маклер,викладання у навчальних закладах,False,False,True
Кандидат має досвід посередництва в продажі. Посаду маклерки він BLANK отримав.,маклер,посередництва в продажі,True,True,True
Кандидат має досвід викладання у навчальних закладах. Посаду маклерки він BLANK отримав.,маклер,викладання у навчальних закладах,True,False,True
Кандидатка має досвід посередництва в продажі. Посаду маклера вона BLANK отримала.,маклер,посередництва в продажі,False,True,False
Кандидатка має досвід викладання у навчальних закладах. Посаду маклера вона BLANK отримала.,маклер,викладання у навчальних закладах,False,False,False
Кандидат має досвід лікування молочних залоз. Посаду мамолога він BLANK отримав.,мамолог,лікування молочних залоз,True,True,False
Кандидатка має досвід лікування молочних залоз. Посаду мамологині вона BLANK отримала.,мамолог,лікування молочних залоз,False,True,True
Кандидат має досвід догляду за нігтями. Посаду мамолога він BLANK отримав.,мамолог,догляду за нігтями,True,False,False
Кандидатка має досвід догляду за нігтями. Посаду мамологині вона BLANK отримала.,мамолог,догляду за нігтями,False,False,True
Кандидат має досвід лікування молочних залоз. Посаду мамологині він BLANK отримав.,мамолог,лікування молочних залоз,True,True,True
Кандидат має досвід догляду за нігтями. Посаду мамологині він BLANK отримав.,мамолог,догляду за нігтями,True,False,True
Кандидатка має досвід лікування молочних залоз. Посаду мамолога вона BLANK отримала.,мамолог,лікування молочних залоз,False,True,False
Кандидатка має досвід догляду за нігтями. Посаду мамолога вона BLANK отримала.,мамолог,догляду за нігтями,False,False,False
Кандидат має досвід показу мод. Посаду манекенника він BLANK отримав.,манекенник,показу мод,True,True,False
Кандидатка має досвід показу мод. Посаду манекенниці вона BLANK отримала.,манекенник,показу мод,False,True,True
Кандидат має досвід лікування психічних захворювань. Посаду манекенника він BLANK отримав.,манекенник,лікування психічних захворювань,True,False,False
Кандидатка має досвід лікування психічних захворювань. Посаду манекенниці вона BLANK отримала.,манекенник,лікування психічних захворювань,False,False,True
